[0.831730 0.296545 0.454800 0.913998 0.635924 0.831832 ] {red}
[0.850377 0.185863 0.331377 0.953578 0.772901 0.850377 ] {red}
[0.861667 0.222884 0.398385 0.919224 0.737056 0.861799 ] {red}
[0.847119 0.246683 0.425955 0.916924 0.709531 0.847544 ] {red}
[0.863894 0.221044 0.380730 0.942298 0.750517 0.863894 ] {red}
[0.883956 0.268415 0.451030 0.946840 0.686234 0.883956 ] {red}
[0.837181 0.180709 0.327649 0.951507 0.781438 0.837181 ] {red}
[0.951384 0.219207 0.428973 0.949863 0.764784 0.951384 ] {red}
[0.862593 0.191614 0.365530 0.955963 0.786223 0.862593 ] {red}
[0.806549 0.230590 0.405773 0.942184 0.709799 0.806549 ] {red}
[0.931349 0.198451 0.405336 0.950115 0.785584 0.931349 ] {red}
[0.908785 0.196495 0.391261 0.942660 0.787038 0.908785 ] {red}
[0.851539 0.333685 0.497408 0.921689 0.597862 0.851672 ] {red}
[0.864910 0.239759 0.434855 0.936615 0.725336 0.865181 ] {red}
[0.901588 0.244166 0.451684 0.934615 0.726396 0.901793 ] {red}
[0.900035 0.260204 0.444280 0.937775 0.716837 0.900035 ] {red}
[0.961172 0.307751 0.526341 0.941485 0.676761 0.961227 ] {red}
[0.766712 0.227770 0.403252 0.929176 0.699516 0.767000 ] {red}
[0.893143 0.236253 0.438250 0.947289 0.744841 0.893143 ] {red}
[0.904299 0.350240 0.563471 0.913408 0.608647 0.904604 ] {red}
[0.924975 0.325951 0.539117 0.940302 0.659197 0.924975 ] {red}
[0.934429 0.333387 0.536673 0.940060 0.651386 0.934429 ] {red}
[0.976113 0.441638 0.648441 0.933908 0.548142 0.976113 ] {red}
[0.827712 0.305895 0.507414 0.913246 0.624643 0.828522 ] {red}
[0.644808 0.174806 0.321897 0.940921 0.726943 0.644909 ] {red}
[0.973507 0.428186 0.629670 0.936268 0.560664 0.973507 ] {red}
[0.881862 0.226458 0.425736 0.945982 0.750192 0.881862 ] {red}
[0.906745 0.247306 0.447921 0.941118 0.731281 0.906745 ] {red}
[0.785962 0.260178 0.426899 0.904169 0.667121 0.786059 ] {red}
[0.892130 0.239858 0.457556 0.943046 0.741594 0.892130 ] {red}
[0.953165 0.248425 0.418725 0.930227 0.746564 0.953165 ] {red}
[0.912926 0.250158 0.453428 0.944258 0.729685 0.912926 ] {red}
[0.934329 0.445357 0.611325 0.926666 0.524984 0.935704 ] {red}
[0.814239 0.240167 0.425189 0.935669 0.705604 0.814346 ] {red}
[0.913503 0.296308 0.485932 0.943434 0.684419 0.913503 ] {red}
[0.860536 0.261951 0.461095 0.945004 0.712055 0.860536 ] {red}
[0.946607 0.340614 0.493484 0.923762 0.633575 0.947568 ] {red}
[0.938641 0.486395 0.640092 0.921181 0.487116 0.939622 ] {red}
[0.831668 0.238483 0.435066 0.918642 0.702244 0.833200 ] {red}
[0.869839 0.198727 0.364684 0.933630 0.764009 0.869839 ] {red}
[0.937206 0.473350 0.637835 0.927838 0.499429 0.938061 ] {red}
[0.900523 0.241849 0.471867 0.938967 0.731765 0.900523 ] {red}
[0.966216 0.302189 0.484156 0.954416 0.689171 0.966216 ] {red}
[0.933545 0.323409 0.539463 0.941234 0.660939 0.933545 ] {red}
[0.877617 0.276755 0.473005 0.941314 0.685174 0.877697 ] {red}
[0.958777 0.441384 0.633082 0.936295 0.543110 0.959089 ] {red}
[0.944784 0.479730 0.638129 0.929539 0.496299 0.945658 ] {red}
[0.939455 0.249520 0.442676 0.951279 0.733393 0.939455 ] {red}
[0.895135 0.263961 0.466204 0.941563 0.703108 0.895240 ] {red}
[0.924041 0.314199 0.534267 0.932738 0.653852 0.924277 ] {red}
[0.951985 0.417800 0.619186 0.935425 0.564213 0.952169 ] {red}
[0.763441 0.184399 0.354788 0.933596 0.761880 0.763441 ] {red}
[0.967218 0.363031 0.514949 0.943017 0.618706 0.967677 ] {red}
[0.864050 0.263509 0.462911 0.941046 0.712360 0.864050 ] {red}
[0.929569 0.319819 0.540687 0.938752 0.663516 0.929569 ] {red}
[0.925906 0.324856 0.516214 0.939967 0.661133 0.925906 ] {red}
[0.939831 0.477318 0.641525 0.922615 0.497463 0.940804 ] {red}
[0.913108 0.263026 0.444122 0.940306 0.706911 0.913140 ] {red}
[0.909036 0.305785 0.521595 0.938259 0.670345 0.909036 ] {red}
[0.939223 0.386144 0.583433 0.935853 0.590852 0.939603 ] {red}
[0.962355 0.267987 0.430958 0.942678 0.712765 0.962962 ] {red}
[0.841008 0.247705 0.443200 0.942757 0.719775 0.841008 ] {red}
[0.925994 0.415365 0.585756 0.926190 0.551995 0.927474 ] {red}
[0.923187 0.338607 0.523302 0.936496 0.643397 0.923191 ] {red}
[0.804432 0.248085 0.419229 0.923953 0.692298 0.804639 ] {red}
[0.904324 0.261248 0.480473 0.934831 0.708320 0.904497 ] {red}
[0.906854 0.288873 0.456643 0.923973 0.672351 0.907226 ] {red}
[0.954643 0.301701 0.454910 0.927560 0.672384 0.955428 ] {red}
[0.831201 0.230275 0.418455 0.947090 0.733956 0.831201 ] {red}
[0.940074 0.399168 0.587408 0.937510 0.576663 0.940313 ] {red}
[0.908691 0.322762 0.526002 0.917458 0.636297 0.910105 ] {red}
[0.907537 0.320944 0.527546 0.938376 0.650998 0.907537 ] {red}
[0.924155 0.420603 0.581270 0.927723 0.545321 0.925500 ] {red}
[0.813887 0.325904 0.472963 0.900242 0.596038 0.814366 ] {red}
[0.814223 0.296746 0.480563 0.905241 0.634248 0.815333 ] {red}
[0.945513 0.266997 0.429365 0.959727 0.717691 0.945513 ] {red}
[0.947972 0.393783 0.570426 0.944862 0.586342 0.948216 ] {red}
[0.962891 0.273799 0.429773 0.937306 0.706899 0.963158 ] {red}
[0.875496 0.381097 0.533516 0.912358 0.569946 0.875556 ] {red}
[0.927408 0.413280 0.564444 0.930902 0.554410 0.928493 ] {red}
[0.932566 0.362536 0.549509 0.944032 0.609500 0.932566 ] {red}
[0.905151 0.340196 0.542552 0.927971 0.632240 0.905151 ] {red}
[0.925350 0.322996 0.525868 0.941739 0.657208 0.925350 ] {red}
[0.812347 0.211534 0.378860 0.950634 0.746750 0.812347 ] {red}
[0.927697 0.313648 0.491682 0.945817 0.669572 0.927697 ] {red}
[0.954946 0.245942 0.405889 0.959093 0.742975 0.954946 ] {red}
[0.925016 0.404251 0.554305 0.932169 0.562835 0.925984 ] {red}
[0.913352 0.346467 0.557174 0.938714 0.629251 0.913352 ] {red}
[0.938665 0.311840 0.514934 0.945787 0.663366 0.938665 ] {red}
[0.877451 0.339651 0.497459 0.938956 0.613335 0.877451 ] {red}
