[1.520323 0.506366 0.437938 0.082113 0.000000 0.342139 0.383196 0.437938 0.314768 0.000000 0.000000 0.095799 0.027371 0.054742 0.068428 ] {t-shaped}
taco
[2.007410 0.445053 0.362635 0.280218 0.181318 0.164834 0.016483 0.065934 0.428569 0.362635 0.263735 0.230768 0.131867 0.000000 0.049450 ] {triangle}
[1.134974 0.350648 0.271469 0.022622 0.000000 0.045245 0.203602 0.361959 0.418515 0.260158 0.101801 0.011311 0.124423 0.237536 0.463760 ] {rectangle}
[1.382285 0.123192 0.017599 0.052797 0.017599 0.070395 0.070395 0.211186 0.281582 0.105593 0.070395 0.140791 0.175989 0.123192 0.299181 ] {rectangle}
[1.584621 0.588351 0.196117 0.078447 0.019612 0.058835 0.196117 0.529516 0.117670 0.058835 0.019612 0.078447 0.117670 0.019612 0.215729 ] {half-cylinder}
[1.642965 0.768934 0.470776 0.062770 0.117694 0.321697 0.517853 0.714010 0.000000 0.039231 0.047078 0.039231 0.094155 0.086309 0.141233 ] {triangle}
[1.151906 0.308951 0.213889 0.106944 0.000000 0.071296 0.225772 0.463426 0.439660 0.237654 0.059414 0.000000 0.142593 0.249537 0.368364 ] {rectangle}
[1.341634 0.519348 0.319599 0.093216 0.000000 0.093216 0.332916 0.519348 0.226383 0.039950 0.026633 0.279649 0.053266 0.066583 0.226383 ] {l-shaped}
[1.212325 0.235073 0.152106 0.304212 0.359524 0.152106 0.000000 0.041484 0.539286 0.318040 0.276557 0.110623 0.013828 0.041484 0.442491 ] {l-shaped}
[1.599750 0.677113 0.468770 0.295152 0.052086 0.000000 0.208342 0.625027 0.225704 0.086809 0.069447 0.069447 0.069447 0.034724 0.017362 ] {triangle}
[2.122237 0.171330 0.000000 0.031151 0.031151 0.000000 0.046726 0.093453 0.093453 0.031151 0.264782 0.389386 0.311509 0.000000 0.186905 ] {arch}
[1.747780 0.202295 0.075861 0.050574 0.075861 0.000000 0.050574 0.227582 0.227582 0.025287 0.000000 0.075861 0.050574 0.000000 0.151721 ] {rectangle}
[1.219013 0.258241 0.243051 0.258241 0.334195 0.410148 0.015191 0.091144 0.653199 0.349385 0.334195 0.136716 0.000000 0.060763 0.470911 ] {l-shaped}
[1.609725 0.521838 0.462199 0.059639 0.000000 0.342922 0.417470 0.447290 0.193826 0.000000 0.000000 0.074548 0.014910 0.059639 0.014910 ] {t-shaped}
[2.004525 0.143151 0.286302 0.035788 0.071575 0.035788 0.107363 0.071575 0.214726 0.000000 0.071575 0.107363 0.000000 0.143151 0.178938 ] {rectangle}
taco
[1.699544 0.788738 0.479748 0.056919 0.105707 0.325253 0.520405 0.723688 0.040657 0.048788 0.056919 0.056919 0.081313 0.105707 0.130101 ] {triangle}
[1.170411 0.330740 0.267136 0.127208 0.076325 0.076325 0.228974 0.508831 0.470669 0.254415 0.012721 0.012721 0.101766 0.228974 0.318019 ] {rectangle}
[1.703593 0.037949 0.018975 0.056924 0.018975 0.113847 0.037949 0.189745 0.740007 0.322567 0.000000 0.075898 0.265644 0.531287 0.626160 ] {triangle}
[1.783538 0.075079 0.000000 0.000000 0.000000 0.000000 0.000000 0.175184 0.150158 0.050053 0.000000 0.050053 0.000000 0.000000 0.250263 ] {rectangle}
[0.985909 0.121516 0.013502 0.027004 0.013502 0.054007 0.000000 0.121516 0.081011 0.054007 0.067509 0.027004 0.040505 0.000000 0.324042 ] {rectangle}
[1.608934 0.488785 0.191264 0.063755 0.000000 0.000000 0.191264 0.467533 0.063755 0.063755 0.042503 0.063755 0.106258 0.000000 0.148761 ] {half-cylinder}
[1.568059 0.527719 0.442143 0.042788 0.000000 0.356567 0.399355 0.427880 0.171152 0.000000 0.014263 0.057051 0.028525 0.071313 0.057051 ] {t-shaped}
taco
[1.930041 0.114898 0.028725 0.000000 0.028725 0.000000 0.000000 0.143623 0.344695 0.000000 0.000000 0.057449 0.028725 0.000000 0.143623 ] {rectangle}
[1.210328 0.237823 0.167875 0.251813 0.363730 0.153886 0.000000 0.027979 0.517615 0.293782 0.237823 0.125906 0.000000 0.000000 0.461657 ] {l-shaped}
[1.616025 0.802749 0.493999 0.069469 0.131219 0.339624 0.517155 0.710124 0.054031 0.038594 0.046312 0.038594 0.100344 0.084906 0.146656 ] {triangle}
[1.821862 0.108032 0.043213 0.324096 0.280883 0.194457 0.000000 0.216064 0.432128 0.000000 0.000000 0.194457 0.108032 0.021606 0.021606 ] {arch}
[1.325928 0.526176 0.320839 0.064168 0.000000 0.115502 0.282338 0.526176 0.256671 0.077001 0.038501 0.205337 0.089835 0.051334 0.192503 ] {l-shaped}
[0.987490 0.431831 0.275637 0.073503 0.000000 0.091879 0.220510 0.349140 0.395080 0.257261 0.137819 0.018376 0.000000 0.257261 0.441019 ] {rectangle}
[1.892902 0.400891 0.036445 0.018222 0.109334 0.145779 0.236890 0.546670 0.164001 0.000000 0.036445 0.127556 0.109334 0.218668 0.200446 ] {triangle}
[1.742985 0.154539 0.115904 0.077269 0.064391 0.000000 0.038635 0.502251 0.656790 0.012878 0.103026 0.386347 0.231808 0.090148 0.180295 ] {arch}
[1.241202 0.237318 0.153559 0.237318 0.362957 0.111679 0.000000 0.041880 0.572356 0.307118 0.279198 0.097719 0.013960 0.069799 0.502556 ] {l-shaped}
[1.413217 0.148279 0.049426 0.016475 0.049426 0.065902 0.065902 0.230656 0.659017 0.345984 0.082377 0.049426 0.296558 0.329508 0.494263 ] {triangle}
[1.629742 0.669891 0.477394 0.092399 0.100099 0.323396 0.508193 0.723790 0.030800 0.015400 0.038499 0.038499 0.076999 0.100099 0.146298 ] {triangle}
[1.525273 0.100115 0.000000 0.000000 0.000000 0.020023 0.020023 0.180206 0.280321 0.080092 0.000000 0.060069 0.060069 0.060069 0.320367 ] {rectangle}
[1.790481 0.148349 0.000000 0.049450 0.074175 0.000000 0.000000 0.197799 0.222524 0.024725 0.000000 0.049450 0.000000 0.024725 0.296699 ] {rectangle}
taco
[1.785313 0.085087 0.000000 0.297806 0.255262 0.170175 0.000000 0.148903 0.361622 0.000000 0.000000 0.233990 0.063816 0.000000 0.042544 ] {arch}
[1.582230 0.623745 0.040242 0.000000 0.000000 0.020121 0.020121 0.422537 0.181087 0.060362 0.080483 0.080483 0.100604 0.020121 0.080483 ] {half-cylinder}
[0.974978 0.367370 0.259847 0.125444 0.000000 0.071682 0.224006 0.403212 0.474894 0.268808 0.143364 0.017921 0.134404 0.268808 0.421132 ] {rectangle}
[1.340573 0.144435 0.039391 0.013130 0.013130 0.026261 0.026261 0.026261 0.709045 0.420175 0.288870 0.000000 0.065652 0.512088 0.564610 ] {t-shaped}
[1.837443 0.139492 0.111593 0.041848 0.027898 0.000000 0.000000 0.460323 0.669560 0.000000 0.041848 0.418475 0.348729 0.083695 0.125543 ] {arch}
[1.238137 0.205689 0.150839 0.233114 0.356528 0.137126 0.000000 0.054850 0.548504 0.315390 0.260539 0.109701 0.000000 0.109701 0.466228 ] {l-shaped}
